,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts
400,ENSMUSG00000001225.13,Slc26a3,8190,False,True,False,False,42.02,6,1.4531485296534577e-05,7,3.4505425115463776e-05,1,4.6756674199634445e-06,4,1.4210993390005117e-05
403,ENSMUSG00000001227.13,Sema6b,5119,False,True,False,False,56.44,7,1.9375313728712768e-05,5,2.9576078670397527e-05,17,7.948634613937856e-05,17,6.039672190752174e-05
404,ENSMUSG00000001228.15,Uhrf1,5306,False,True,False,False,52.44,2544,0.013318106274273937,2387,0.017632272234001992,2629,0.021232205754054,3104,0.019376689487271975
406,ENSMUSG00000001229.10,Dpp9,9296,False,False,False,False,54.169999999999995,616,0.0016783865517497434,370,0.0019323038064659715,1172,0.006424367035029774,1054,0.004231323281874024
408,ENSMUSG00000001240.14,Ramp2,5618,False,True,False,False,48.62,11,4.6016370105692825e-05,2,9.858692890132509e-06,1,4.6756674199634445e-06,3,1.0658245042503838e-05
411,ENSMUSG00000001247.17,Lsr,4204,False,True,False,False,50.38,34,9.687656864356384e-05,22,0.00011830431468159011,32,0.00014962135743883023,39,0.00014566268224755247
412,ENSMUSG00000001248.16,Gramd1a,7458,False,True,False,False,52.21999999999999,2066,0.00570602989310591,2197,0.012978969189859446,6624,0.052713474492667875,5982,0.03351662791032707
415,ENSMUSG00000001249.15,Hpn,6376,False,True,False,False,51.93999999999999,4,9.687656864356384e-06,5,2.464673222533127e-05,7,3.272967193974411e-05,6,2.1316490085007675e-05
418,ENSMUSG00000001270.10,Ckb,5703,False,False,False,False,61.92,641,0.0019811258287608805,37,0.00018731516491251766,113,0.0005517287555556864,107,0.0003908023182251407
420,ENSMUSG00000001280.14,Sp1,11575,False,True,False,False,42.07,1250,0.003504509870680922,4429,0.030507725148515047,4150,0.02694119567382937,5461,0.028592518700690295
421,ENSMUSG00000001281.11,Itgb7,3672,False,True,False,False,49.54,555,0.0016033072110509814,236,0.001202760532596166,480,0.0024874550674205526,464,0.0018261126506156574
423,ENSMUSG00000001285.13,Myg1,5863,False,True,False,False,49.42,1464,0.004359445588960373,138,0.0007048965416444744,342,0.0017299969453864745,321,0.00122214543154044
426,ENSMUSG00000001288.16,Rarg,6011,False,True,False,False,53.53000000000001,96,0.000278520134850246,35,0.00018731516491251766,99,0.000504972081356052,95,0.00038369682153013813
428,ENSMUSG00000001289.13,Pfdn5,3285,False,True,False,False,47.43,9471,0.04291631990909878,815,0.004554716115241219,412,0.0020900233367236597,772,0.003112207552411121
431,ENSMUSG00000001300.17,Efnb2,8149,False,True,False,False,45.21,22,5.57040269700492e-05,32,0.00016759777913225263,70,0.0003506750564972583,72,0.00027000887441009725
433,ENSMUSG00000001305.6,Rrp15,4214,False,True,False,False,45.2,878,0.00270527817937152,484,0.0026569177338907107,358,0.0018515642983055242,558,0.0022311259622308033
435,ENSMUSG00000001313.13,Rnd2,2341,False,False,False,False,54.98,44,0.0001114080539400984,2,9.858692890132509e-06,3,1.4027002259890335e-05,4,1.4210993390005117e-05
437,ENSMUSG00000001323.18,Srr,14923,False,False,False,False,43.41,145,0.00036328713241336435,196,0.0010302334070188472,259,0.0012998355427498377,296,0.0011262212261579055
440,ENSMUSG00000001348.16,Acp5,3321,False,True,False,False,52.330000000000005,2612,0.007633873609112831,627,0.003425895779321047,520,0.002580968415819821,771,0.0029843086119010747
442,ENSMUSG00000001349.6,Cnn1,3867,False,True,False,False,51.989999999999995,5,1.210957108044548e-05,2,9.858692890132509e-06,2,9.351334839926889e-06,3,1.0658245042503838e-05
444,ENSMUSG00000001366.15,Fbxo9,5263,False,True,False,False,44.0,1428,0.0038363121182851275,884,0.004806112783939598,985,0.005147909829379752,1256,0.005041349905104315
446,ENSMUSG00000001376.18,Vps50,13305,False,True,False,False,39.55,518,0.001363537703658161,865,0.004771607358824133,721,0.003763912273070573,1023,0.004067896857888964
449,ENSMUSG00000001380.8,Hars1,3356,False,True,False,False,44.1,1032,0.002901453230874737,654,0.0036181402906786306,612,0.003249588856874594,828,0.0033253724532611973
452,ENSMUSG00000001383.10,Zmat2,2871,False,True,False,False,45.66,4442,0.016965509083704117,1737,0.010479790542210857,1092,0.0058819896143140135,1878,0.00819263768933795
454,ENSMUSG00000001403.14,Ube2c,2778,False,True,False,False,50.81,5416,0.051007935305052446,739,0.0047124552014833395,558,0.003212183517514887,858,0.004028816626066451
455,ENSMUSG00000001415.11,Smg5,9464,False,True,False,False,49.12,1229,0.003412477130469536,1141,0.006314492796129872,2178,0.012867436739739401,2195,0.00966702825355098
459,ENSMUSG00000001416.14,Cct3,9402,False,True,False,False,43.27,3455,0.01294028765656404,1317,0.0075073946358359045,1364,0.007509121876461293,1787,0.007599328715305237
461,ENSMUSG00000001418.14,Glmp,13516,False,True,False,False,51.67999999999999,970,0.0025260565273809267,347,0.0018090701453393153,601,0.003142048506215435,631,0.002440738114733379
464,ENSMUSG00000001419.18,Mef2d,9027,False,True,False,False,52.660000000000004,2534,0.007185819479136347,2478,0.015108446854128068,5401,0.04060349587496255,5187,0.027839336051020024
467,ENSMUSG00000001420.14,Tmem79,6094,False,True,False,False,51.49,63,0.0001719559093423258,4,1.9717385780265017e-05,13,6.0783676459524786e-05,14,4.973847686501791e-05
468,ENSMUSG00000001424.15,Snd1,10915,False,True,False,False,43.79,937,0.002727075407316322,890,0.004746960626598802,2505,0.015130459771001706,2286,0.010100463551946137
472,ENSMUSG00000001435.16,Col18a1,8838,False,True,False,False,50.81,6,1.6953399512623672e-05,1,4.929346445066254e-06,7,3.272967193974411e-05,2,7.1054966950025584e-06
473,ENSMUSG00000001436.16,Slc19a1,7709,False,True,False,False,52.38,132,0.0003463337329007407,23,0.00011830431468159011,138,0.0006779717758946995,122,0.00045475178848016374
475,ENSMUSG00000001440.6,Kpnb1,7010,False,True,False,False,44.10999999999999,1854,0.0058150160328299194,4149,0.02960565474906792,5135,0.03962628138419019,5877,0.034653507381527476
477,ENSMUSG00000001441.14,Npepps,12655,False,True,False,False,41.18,2080,0.005977284285307889,4359,0.03054715992007558,2278,0.01328824680753611,4289,0.02130583183996517
481,ENSMUSG00000001444.3,Tbx21,2488,False,True,False,False,48.47,15,3.8750627457425535e-05,2,9.858692890132509e-06,24,0.00012156735291904957,19,7.105496695002558e-05
482,ENSMUSG00000001445.11,Mrpl10,2117,False,True,False,False,48.68,719,0.0019690162576804352,209,0.0010893855643596421,189,0.0009024038120529448,261,0.0009556893054778441
483,ENSMUSG00000001467.6,Cyp51,5410,False,True,False,False,42.39,434,0.0012739268776628644,451,0.002464673222533127,301,0.0015336189137480098,513,0.0020499357965082384
486,ENSMUSG00000001472.18,Tcf25,10582,False,True,False,False,50.22,6154,0.023681477204919178,5962,0.04525632971215328,4933,0.03522647834200459,6900,0.04071094331401716
488,ENSMUSG00000001473.8,Tubb6,2669,False,True,False,False,48.34,6,1.9375313728712768e-05,2,9.858692890132509e-06,9,4.2081006779671e-05,6,2.1316490085007675e-05
490,ENSMUSG00000001482.16,Def8,6970,False,True,False,False,49.55,148,0.0003850843603581662,41,0.00021196189713784894,203,0.0010052684952921406,156,0.0005648869872527034
491,ENSMUSG00000001506.11,Col1a1,6934,False,True,False,False,53.92,10,4.3594455889603726e-05,2,9.858692890132509e-06,14,7.013501129945167e-05,8,3.197473512751151e-05
494,ENSMUSG00000001507.17,Itga3,6749,False,True,False,False,50.82,25,6.296976961831649e-05,12,6.40815037858613e-05,61,0.0003039183822976239,49,0.00018119016572256525
496,ENSMUSG00000001517.15,Foxm1,9118,False,False,False,False,50.28,797,0.0024146484734408283,843,0.00493427579151132,2006,0.01455067701092624,1909,0.00996901186308859
499,ENSMUSG00000001518.13,Itfg2,11057,False,True,False,False,47.25,918,0.0024630867577626102,482,0.00255340145854432,772,0.0041379656666676486,834,0.003346688943346205
502,ENSMUSG00000001520.13,Nrip2,6837,False,True,False,False,50.09,2,4.843828432178192e-06,4,1.9717385780265017e-05,6,2.805400451978067e-05,8,2.8421986780010234e-05
506,ENSMUSG00000001521.13,Tulp3,11080,False,True,False,False,46.91,116,0.0002954735343628697,150,0.0007640486989852694,223,0.001094106176271446,241,0.0009130563253078287
509,ENSMUSG00000001524.15,Gtf2h4,6365,False,True,False,False,52.46,2712,0.00798262925622966,1580,0.008941834451350186,1560,0.00880895741921113,2002,0.008654494974513116
513,ENSMUSG00000001525.11,Tubb5,4990,False,True,False,False,51.62,10059,0.07766594508154512,3605,0.02701774786540814,4604,0.03879868825085667,5195,0.03299437390324438
515,ENSMUSG00000001542.8,Ell2,11535,False,True,False,False,40.06,52,0.00014531485296534575,49,0.0003006901331490415,73,0.0003927560632769294,85,0.00036948582814013304
518,ENSMUSG00000001552.15,Jup,9346,False,False,False,False,52.25,1248,0.003465759243223496,649,0.0034653305508815764,1386,0.007784986254239136,1409,0.005890456760157121
520,ENSMUSG00000001555.11,Fkbp10,4478,False,True,False,False,52.02,3,7.265742648267288e-06,3,1.4788039335198764e-05,12,5.610800903956134e-05,8,2.8421986780010234e-05
523,ENSMUSG00000001558.6,Klhl10,2949,False,True,False,False,46.03,13,3.1484884809158245e-05,5,2.464673222533127e-05,15,7.013501129945167e-05,9,3.197473512751151e-05
524,ENSMUSG00000001569.11,Nom1,9460,False,True,False,False,44.93,1654,0.004897110544932152,1270,0.007285574045807923,1123,0.006106421650472259,1559,0.00655482070113986
526,ENSMUSG00000001576.16,Ergic1,13150,False,True,False,False,50.43,694,0.001966594343464346,245,0.001281630075717226,795,0.004184722340867283,708,0.0028066711945260105
530,ENSMUSG00000001583.14,Tnk1,4970,False,True,False,False,52.86,9,2.421914216089096e-05,1,4.929346445066254e-06,3,1.4027002259890335e-05,2,7.1054966950025584e-06
531,ENSMUSG00000001588.13,Acap1,6396,False,False,False,False,49.9,2695,0.007655670837057632,3082,0.019051924010181073,6597,0.053788877999259466,6288,0.03652935850900815
534,ENSMUSG00000001627.13,Ifrd1,8311,False,True,False,False,41.54,1249,0.003460915414791318,1042,0.006003943970090697,952,0.005091801820340191,1326,0.0054783379518469726
537,ENSMUSG00000001630.14,Stk38l,5957,False,True,False,False,42.34,187,0.0004868047574339082,307,0.0015872495553113338,549,0.0028942381329573725,587,0.0022915226841383252
538,ENSMUSG00000001632.17,Brpf1,14840,False,True,False,False,48.33,1411,0.003923501030064336,1705,0.010031220015709828,2826,0.018048076241058895,3004,0.014004933985850041
540,ENSMUSG00000001642.19,Akr1b1,10224,False,False,False,False,49.81,3910,0.014344997901895716,709,0.003795596762701016,976,0.005194666503579387,1125,0.0045013321562841204
542,ENSMUSG00000001655.7,Hoxc13,2461,False,True,False,False,47.74,2,4.843828432178192e-06,12,5.9152157340795055e-05,3,1.4027002259890335e-05,10,3.552748347501279e-05
543,ENSMUSG00000001656.4,Hoxc11,2021,False,True,False,False,57.1,2,4.843828432178192e-06,1,4.929346445066254e-06,1,4.6756674199634445e-06,2,7.1054966950025584e-06
544,ENSMUSG00000001657.8,Hoxc8,4091,False,True,False,False,50.16,3,7.265742648267288e-06,2,9.858692890132509e-06,3,1.8702669679853778e-05,3,1.0658245042503838e-05
546,ENSMUSG00000001661.6,Hoxc6,3015,False,False,False,False,49.24,2,7.265742648267288e-06,1,4.929346445066254e-06,3,1.4027002259890335e-05,2,7.1054966950025584e-06
548,ENSMUSG00000001665.12,Gstt3,5737,False,True,False,False,49.12,16,4.117254167351463e-05,4,1.9717385780265017e-05,8,3.7405339359707556e-05,8,2.8421986780010234e-05
552,ENSMUSG00000001666.9,Ddt,1223,False,True,False,False,53.32,2942,0.009980708484503163,85,0.0004337824871658303,37,0.00017299969453864745,81,0.0002984308611901074
553,ENSMUSG00000001674.12,Ddx18,2824,False,True,False,False,46.3,4452,0.01783739820149619,2056,0.012983898536304514,642,0.0033618048749537166,1884,0.008285009146372983
556,ENSMUSG00000001687.16,Ubl3,12781,False,True,False,False,42.33,1173,0.003298647162313348,1288,0.00729050339225299,776,0.004049127985688343,1375,0.005627553382442026
559,ENSMUSG00000001700.11,Gramd2b,8751,False,True,False,False,43.58,1092,0.0030419242554079046,1320,0.007398949014044448,2536,0.0163975656418118,2561,0.012001183917859322
562,ENSMUSG00000001707.9,Eef1e1,3707,False,True,False,False,44.24,1165,0.0033713045887960214,299,0.0015872495553113338,285,0.0014073758934089967,398,0.0015134707960355448
564,ENSMUSG00000001729.15,Akt1,5465,False,True,False,False,57.70000000000001,1286,0.003657090466294535,369,0.0019470918458011704,1786,0.01037063033747892,1489,0.006256389839949752
567,ENSMUSG00000001739.15,Cldn15,3810,False,True,False,False,51.6,2,4.843828432178192e-06,3,1.4788039335198764e-05,3,1.4027002259890335e-05,6,2.1316490085007675e-05
569,ENSMUSG00000001741.13,Il16,10143,False,True,False,False,45.12,2854,0.008362869788155649,1586,0.009208019159383763,4557,0.03093421565047815,4144,0.020236454587367284
572,ENSMUSG00000001750.17,Tcirg1,7432,False,False,False,False,53.89,427,0.0011165024536170733,251,0.0012964181150524248,1347,0.007583932555180708,1085,0.004462251924461607
575,ENSMUSG00000001751.10,Naglu,3806,False,True,False,False,53.06,73,0.00019133122307103857,28,0.0001380217004618551,47,0.00022443203615824537,53,0.00019184841076506906
577,ENSMUSG00000001755.13,Coasy,4101,False,True,False,False,55.44,375,0.0009784533432999948,230,0.0012076898790412322,278,0.0013746462214692526,329,0.0012363564249304453
579,ENSMUSG00000001761.8,Smo,6281,False,False,False,False,48.36,1876,0.005989393856388334,1279,0.007487677250055639,1446,0.008168390982676138,1765,0.007741438649205288
581,ENSMUSG00000001763.15,Tspan33,6806,False,True,False,False,48.29,36,0.00012351762502054388,24,0.00011830431468159011,10,4.6756674199634445e-05,21,7.460771529752686e-05
583,ENSMUSG00000001767.6,Crnkl1,4386,False,True,False,False,43.23,1552,0.004558042554679678,1220,0.007058824109334876,952,0.004984261469681032,1448,0.006011250203972165
585,ENSMUSG00000001768.17,Rin2,12523,False,False,False,False,44.91,25,6.781359805049469e-05,42,0.00021196189713784894,63,0.0003319723868174046,71,0.00026645612606259595
588,ENSMUSG00000001774.9,Chordc1,9022,False,True,False,False,37.71,4576,0.017960915826516734,2770,0.017587908115996392,1767,0.00966460455706444,2975,0.01349689097215736
591,ENSMUSG00000001783.4,Rtcb,2833,False,True,False,False,43.68,1453,0.004422415358578689,628,0.003420966432875981,937,0.0048860724538618,1016,0.00411052983805898
593,ENSMUSG00000001785.14,Pwp1,3648,False,True,False,False,44.02,556,0.001462836186517814,419,0.002213276553834748,605,0.0031888051804150695,685,0.00272140523418598
596,ENSMUSG00000001786.15,Fbxo7,12314,False,True,False,False,42.160000000000004,466,0.001213379022260637,480,0.0025731188443245843,923,0.004843991447082129,930,0.003595381327671295
600,ENSMUSG00000001794.14,Capns1,5391,False,False,False,False,50.01,3228,0.010230165648760342,403,0.0021393363571587543,1018,0.005461179546517304,946,0.003733938513223845
603,ENSMUSG00000001829.18,Clpb,13738,False,False,False,False,46.32,459,0.0012521296497180626,337,0.00182878753111958,411,0.0021274286760833675,496,0.0019362478493881972
607,ENSMUSG00000001833.18,Septin7,16551,False,True,False,False,35.94,6773,0.03031510024278721,6851,0.05760927190348931,3594,0.022943500029760623,6819,0.04076068179088217
610,ENSMUSG00000001844.11,Zdhhc4,7041,False,True,False,False,49.8,632,0.0016832303801819215,195,0.0010302334070188472,406,0.002019888325424208,406,0.0015454455311630566
614,ENSMUSG00000001847.15,Rac1,6397,False,True,False,False,47.12,6248,0.025098297021331303,1114,0.00630463410323974,2188,0.012614950699061373,2197,0.009578209544863448
616,ENSMUSG00000001855.16,Nup214,13674,False,True,False,False,45.88,1560,0.004470853642900471,1368,0.0077883673832046816,2547,0.0155278915016986,2560,0.011809335507094253
619,ENSMUSG00000001864.14,Aif1l,6190,False,True,False,False,52.11,6,1.6953399512623672e-05,1,4.929346445066254e-06,1,4.6756674199634445e-06,1,3.5527483475012792e-06
622,ENSMUSG00000001865.3,Cpa3,1517,False,True,False,False,37.4,114,0.0008791548604403417,61,0.0003204075189293065,32,0.00017299969453864745,69,0.00028777261614760364
624,ENSMUSG00000001891.17,Ugp2,4274,False,True,False,False,39.6,569,0.0015112744708395958,631,0.0034061783935407817,322,0.0016177809273073519,647,0.002497582088293399
626,ENSMUSG00000001901.16,Kcnh6,4903,False,True,False,False,50.92,10,2.9062970593069153e-05,1,4.929346445066254e-06,21,0.00010286468323919578,18,6.750221860252431e-05
629,ENSMUSG00000001909.17,Trmt1,14320,False,False,False,False,51.34,995,0.0028627026034173113,709,0.0039188304238276725,813,0.0043249923634661866,1035,0.00419224305005151
633,ENSMUSG00000001910.6,Nacc1,7062,False,True,False,False,50.66,1127,0.0031654418804284486,626,0.0034160370864309143,1761,0.010230360314880017,1585,0.006750221860252431
634,ENSMUSG00000001911.17,Nfix,8363,False,False,False,False,53.14,444,0.001315099419336379,267,0.0014492278548494787,242,0.0012998355427498377,313,0.0012576729150154528
637,ENSMUSG00000001918.18,Slc1a5,6902,False,True,False,False,50.63,1221,0.0033034909907455265,1131,0.0064673025359269255,1988,0.011731249556688281,2059,0.009144774246468292
640,ENSMUSG00000001924.16,Uba1,5366,False,True,False,False,46.94,2810,0.009113663195143267,1520,0.00867072039687154,2294,0.01370905687533282,2509,0.011201815539671534
642,ENSMUSG00000001930.18,Vwf,19829,False,True,False,False,48.13,9,2.1797227944801863e-05,2,9.858692890132509e-06,9,6.0783676459524786e-05,10,4.618572851751663e-05
646,ENSMUSG00000001942.9,Siae,14147,False,True,False,False,42.36,353,0.0009469684584908364,410,0.002198488514499549,331,0.0016037539250474615,517,0.0019433533460831997
648,ENSMUSG00000001943.9,Vsig2,3148,False,True,False,False,48.76,1,2.421914216089096e-06,2,9.858692890132509e-06,4,1.8702669679853778e-05,3,1.0658245042503838e-05
650,ENSMUSG00000001946.15,Esam,3420,False,True,False,False,48.41,4,9.687656864356384e-06,14,7.886954312106007e-05,7,4.6756674199634445e-05,10,5.684397356002047e-05
653,ENSMUSG00000001948.11,Spa17,1346,False,True,False,False,38.21,74,0.00019617505150321674,13,6.901085023092755e-05,2,1.4027002259890335e-05,12,4.618572851751663e-05
655,ENSMUSG00000001962.9,Fam50a,3119,False,True,False,False,48.98,2440,0.007745281663052929,1117,0.00621097652078348,727,0.003759236605650609,1209,0.004924109209636773
