mouse_symbol,human_symbol
Mir365-1,MIR365A
Gm22806,SNORA2A
Rn7s1,RN7SL1
Mgat2,MGAT2
Fam43a,FAM43A
Serpinb9b,SERPINB9
Meltf,MELTF
Serpinb9d,SERPINB9
Serpinb9e,SERPINB9
Serpinb9f,SERPINB9
Gm25848,SNORA79
Serpinb9h,SERPINB9
Wdr5b,WDR5B
Gm23012,SNORA24B
Gm54824,RN7SKP268
Golgb1,GOLGB1
Htr1a,HTR1A
Gm24527,RNU6-804P
Gm25777,SNORA77B
Gm25777,SNORA77
Mir1306,MIR1306
Mir3618,MIR3618
Mir185,MIR185
Muc4,MUC4
Pou5f2,POU5F2
Mir99a,MIR99A
Mirlet7c-1,MIRLET7C
Calml3,CALML3
Mx2,MX1
Calm4,CALML5
Calm5,CALML5
Tubal3,TUBAL3
Ucn3,UCN3
Olig1,OLIG1
Gm22126,RNVU1-1
Ppp1r3g,PPP1R3G
Ighv2-2,IGHV6-1
Mir155,MIR155
Gm54861,SNORA62
Cox17,COX17
Ighv2-3,IGHV6-1
Mir582,MIR582
Ighv2-4,IGHV6-1
Bcl6,BCL6
Actbl2,ACTBL2
Gm23249,RNU1-78P
Gm23249,RNU1-119P
Gm23249,RNU1-132P
Ighv2-5,IGHV6-1
Cldn5,CLDN5
Gp1bb,GP1BB
Ighv2-6,IGHV6-1
Gm25245,RNU6-36P
Gm22500,RNU6-754P
Prm3,PRM3
Gm26403,RNU6-1102P
Pde6a,PDE6A
Ighv2-9-1,IGHV6-1
Ripk4,RIPK4
Ighv2-6-8,IGHV6-1
C2cd2,C2CD2
Ighv2-7,IGHV6-1
Mir449a,MIR449B
Mir449a,MIR449A
Ighv2-9,IGHV6-1
Ighv7-1,IGHV3-73
Ighv7-1,IGHV3-15
Ighv7-1,IGHV3-72
Ighv7-1,IGHV3OR15-7
Ighv7-1,IGHV3-49
Ighv14-1,IGHV1-46
Ighv14-1,IGHV1-69
Ighv14-1,IGHV1-3
Ighv14-1,IGHV1OR21-1
Ighv14-1,IGHV1-18
Ighv14-1,IGHV1OR15-9
Ighv14-1,IGHV1-24
Ighv14-1,IGHV1-69-2
Ighv14-1,IGHV1-58
Ighv14-1,IGHV1-45
Ighv14-1,IGHV1-69D
Mir301b,MIR301B
Rimbp3,RIMBP3B
Rimbp3,RIMBP3C
Rimbp3,RIMBP3
Gm24927,RNU6-766P
Gm54512,RNU6-1249P
Gm55230,RNU6-1098P
Gm24507,SCARNA18
Ighv14-2,IGHV1-46
Ighv14-2,IGHV1-69
Ighv14-2,IGHV1-3
Ighv14-2,IGHV1OR21-1
Ighv14-2,IGHV1-18
Ighv14-2,IGHV1OR15-9
Ighv14-2,IGHV1-24
Ighv14-2,IGHV1-69-2
Ighv14-2,IGHV1-58
Ighv14-2,IGHV1-45
Ighv14-2,IGHV1-69D
Mir1224,MIR1224
Ighv14-3,IGHV1-46
Ighv14-3,IGHV1-69
Ighv14-3,IGHV1-3
Ighv14-3,IGHV1OR21-1
Ighv14-3,IGHV1-18
Ighv14-3,IGHV1OR15-9
Ighv14-3,IGHV1-24
Ighv14-3,IGHV1-69-2
Ighv14-3,IGHV1-58
Ighv14-3,IGHV1-45
Ighv14-3,IGHV1-69D
Itga2,ITGA2
Ighv16-1,IGHV3-30
Ighv16-1,IGHV3-33
Ighv9-1,IGHV7-4-1
Ighv9-1,IGHV7-81
Ighv9-2,IGHV7-4-1
Ighv9-2,IGHV7-81
Ighv9-3,IGHV7-4-1
Ighv9-3,IGHV7-81
Gm22200,SNORD63B
Gm22200,SNORD63
Gm26109,SNORD63
Gm23205,RNU6-142P
Ighv7-3,IGHV3-73
Ighv7-3,IGHV3-15
Ighv7-3,IGHV3-72
Ighv7-3,IGHV3OR15-7
Ighv7-3,IGHV3-49
Ighv14-4,IGHV1-46
Ighv14-4,IGHV1-69
Ighv14-4,IGHV1-3
Ighv14-4,IGHV1OR21-1
Ighv14-4,IGHV1-18
Ighv14-4,IGHV1OR15-9
Ighv14-4,IGHV1-24
Ighv14-4,IGHV1-69-2
Ighv14-4,IGHV1-58
Ighv14-4,IGHV1-45
Ighv14-4,IGHV1-69D
Ighv9-4,IGHV7-4-1
Ighv9-4,IGHV7-81
Gm55256,RN7SKP233
Ighv13-2,IGHV3-73
Ighv13-2,IGHV3-15
Ighv13-2,IGHV3-72
Ighv13-2,IGHV3OR15-7
Ighv13-2,IGHV3-49
Ighv6-3,IGHV3-73
Ighv6-3,IGHV3-15
Ighv6-3,IGHV3-72
Ighv6-3,IGHV3OR15-7
Ighv6-3,IGHV3-49
Ighv6-4,IGHV3-73
Ighv6-4,IGHV3-15
Ighv6-4,IGHV3-72
Ighv6-4,IGHV3OR15-7
Ighv6-4,IGHV3-49
Ighv6-5,IGHV3-73
Ighv6-5,IGHV3-15
Ighv6-5,IGHV3-72
Ighv6-5,IGHV3OR15-7
Ighv6-5,IGHV3-49
Snord66,SNORD66
Smim32,SMIM32
Ighv6-6,IGHV3-73
Ighv6-6,IGHV3-15
Ighv6-6,IGHV3-72
Ighv6-6,IGHV3OR15-7
Ighv6-6,IGHV3-49
Ighv6-7,IGHV3-73
Ighv6-7,IGHV3-15
Ighv6-7,IGHV3-72
Ighv6-7,IGHV3OR15-7
Ighv6-7,IGHV3-49
Ighv8-2,IGHV2-26
Ighv8-2,IGHV2-5
Ighv8-2,IGHV2OR16-5
Ighv8-2,IGHV2-70D
Ighv8-2,IGHV2-70
Spz1,SPZ1
Ighv10-1,IGHV3-73
Ighv10-1,IGHV3-15
Ighv10-1,IGHV3-72
Ighv10-1,IGHV3OR15-7
Ighv10-1,IGHV3-49
Ighv1-4,IGHV1-46
Ighv1-4,IGHV1-69
Ighv1-4,IGHV1-3
Ighv1-4,IGHV1OR21-1
Ighv1-4,IGHV1-18
Ighv1-4,IGHV1OR15-9
Ighv1-4,IGHV1-24
Ighv1-4,IGHV1-69-2
Ighv1-4,IGHV1-58
Ighv1-4,IGHV1-45
Ighv1-4,IGHV1-69D
Ighv1-5,IGHV1-46
Ighv1-5,IGHV1-69
Ighv1-5,IGHV1-3
Ighv1-5,IGHV1OR21-1
Ighv1-5,IGHV1-18
Ighv1-5,IGHV1OR15-9
Ighv1-5,IGHV1-24
Ighv1-5,IGHV1-69-2
Ighv1-5,IGHV1-58
Ighv1-5,IGHV1-45
Ighv1-5,IGHV1-69D
Mtx3,MTX3
Krtap13-23,KRTAP13-3
Ighv10-3,IGHV3-73
Ighv10-3,IGHV3-15
Ighv10-3,IGHV3-72
Ighv10-3,IGHV3OR15-7
Ighv10-3,IGHV3-49
Ighv1-7,IGHV1-46
Ighv1-7,IGHV1-69
Ighv1-7,IGHV1-3
Ighv1-7,IGHV1OR21-1
Ighv1-7,IGHV1-18
Ighv1-7,IGHV1OR15-9
Ighv1-7,IGHV1-24
Ighv1-7,IGHV1-69-2
Ighv1-7,IGHV1-58
Ighv1-7,IGHV1-45
Ighv1-7,IGHV1-69D
Col8a1,COL8A1
Ighv1-11,IGHV1-46
Ighv1-11,IGHV1-69
Ighv1-11,IGHV1-3
Ighv1-11,IGHV1OR21-1
Ighv1-11,IGHV1-18
Ighv1-11,IGHV1OR15-9
Ighv1-11,IGHV1-24
Ighv1-11,IGHV1-69-2
Ighv1-11,IGHV1-58
Ighv1-11,IGHV1-45
Ighv1-11,IGHV1-69D
Ighv1-12,IGHV1-46
Ighv1-12,IGHV1-69
Ighv1-12,IGHV1-3
Ighv1-12,IGHV1OR21-1
Ighv1-12,IGHV1-18
Ighv1-12,IGHV1OR15-9
Ighv1-12,IGHV1-24
Ighv1-12,IGHV1-69-2
Ighv1-12,IGHV1-58
Ighv1-12,IGHV1-45
Ighv1-12,IGHV1-69D
Pabpc2,PABPC1
Pabpc2,PABPC3
LINC03051,LINC03051
Ighv1-15,IGHV1-46
Ighv1-15,IGHV1-69
Ighv1-15,IGHV1-3
Ighv1-15,IGHV1OR21-1
Ighv1-15,IGHV1-18
Ighv1-15,IGHV1OR15-9
Ighv1-15,IGHV1-24
Ighv1-15,IGHV1-69-2
Ighv1-15,IGHV1-58
Ighv1-15,IGHV1-45
Ighv1-15,IGHV1-69D
Gm24737,RNU6-267P
Gm24737,RNU6-162P
Ighv1-16,IGHV1-46
Ighv1-16,IGHV1-69
Ighv1-16,IGHV1-3
Ighv1-16,IGHV1OR21-1
Ighv1-16,IGHV1-18
Ighv1-16,IGHV1OR15-9
Ighv1-16,IGHV1-24
Ighv1-16,IGHV1-69-2
Ighv1-16,IGHV1-58
Ighv1-16,IGHV1-45
Ighv1-16,IGHV1-69D
Edaradd,EDARADD
Gm22543,RNU6-539P
Ighv1-22,IGHV1-46
Ighv1-22,IGHV1-69
Ighv1-22,IGHV1-3
Ighv1-22,IGHV1OR21-1
Ighv1-22,IGHV1-18
Ighv1-22,IGHV1OR15-9
Ighv1-22,IGHV1-24
Ighv1-22,IGHV1-69-2
Ighv1-22,IGHV1-58
Ighv1-22,IGHV1-45
Ighv1-22,IGHV1-69D
Prr16,PRR16
Ighv1-23,IGHV1-46
Ighv1-23,IGHV1-69
Ighv1-23,IGHV1-3
Ighv1-23,IGHV1OR21-1
Ighv1-23,IGHV1-18
Ighv1-23,IGHV1OR15-9
Ighv1-23,IGHV1-24
Ighv1-23,IGHV1-69-2
Ighv1-23,IGHV1-58
Ighv1-23,IGHV1-45
Ighv1-23,IGHV1-69D
Gm25810,RNU6-398P
Mex3c,MEX3C
Ighv1-24,IGHV1-46
Ighv1-24,IGHV1-69
Ighv1-24,IGHV1-3
Ighv1-24,IGHV1OR21-1
Ighv1-24,IGHV1-18
Ighv1-24,IGHV1OR15-9
Ighv1-24,IGHV1-24
Ighv1-24,IGHV1-69-2
Ighv1-24,IGHV1-58
Ighv1-24,IGHV1-45
Ighv1-24,IGHV1-69D
Ighv1-26,IGHV1-46
Ighv1-26,IGHV1-69
Ighv1-26,IGHV1-3
Ighv1-26,IGHV1OR21-1
Ighv1-26,IGHV1-18
Ighv1-26,IGHV1OR15-9
Ighv1-26,IGHV1-24
Ighv1-26,IGHV1-69-2
Ighv1-26,IGHV1-58
Ighv1-26,IGHV1-45
Ighv1-26,IGHV1-69D
Prl2c3,PRL
Chst9,CHST9
Pcdhb9,PCDHB4
Ighv1-31,IGHV1-46
Ighv1-31,IGHV1-69
Ighv1-31,IGHV1-3
Ighv1-31,IGHV1OR21-1
Ighv1-31,IGHV1-18
Ighv1-31,IGHV1OR15-9
Ighv1-31,IGHV1-24
Ighv1-31,IGHV1-69-2
Ighv1-31,IGHV1-58
Ighv1-31,IGHV1-45
Ighv1-31,IGHV1-69D
Dnd1,DND1
Ighv1-34,IGHV1-46
Ighv1-34,IGHV1-69
Ighv1-34,IGHV1-3
Ighv1-34,IGHV1OR21-1
Ighv1-34,IGHV1-18
Ighv1-34,IGHV1OR15-9
Ighv1-34,IGHV1-24
Ighv1-34,IGHV1-69-2
Ighv1-34,IGHV1-58
Ighv1-34,IGHV1-45
Ighv1-34,IGHV1-69D
Tex51,TEX51
Ighv1-39,IGHV1-46
Ighv1-39,IGHV1-69
Ighv1-39,IGHV1-3
Ighv1-39,IGHV1OR21-1
Ighv1-39,IGHV1-18
Ighv1-39,IGHV1OR15-9
Ighv1-39,IGHV1-24
Ighv1-39,IGHV1-69-2
Ighv1-39,IGHV1-58
Ighv1-39,IGHV1-45
Ighv1-39,IGHV1-69D
Pudp,PUDP
Gm26133,RNU6-700P
Pcdha11,PCDHA11
Ighv1-42,IGHV1-46
Ighv1-42,IGHV1-69
Ighv1-42,IGHV1-3
Ighv1-42,IGHV1OR21-1
Ighv1-42,IGHV1-18
Ighv1-42,IGHV1OR15-9
Ighv1-42,IGHV1-24
Ighv1-42,IGHV1-69-2
Ighv1-42,IGHV1-58
Ighv1-42,IGHV1-45
Ighv1-42,IGHV1-69D
Ighv1-43,IGHV1-46
Ighv1-43,IGHV1-69
Ighv1-43,IGHV1-3
Ighv1-43,IGHV1OR21-1
Ighv1-43,IGHV1-18
Ighv1-43,IGHV1OR15-9
Ighv1-43,IGHV1-24
Ighv1-43,IGHV1-69-2
Ighv1-43,IGHV1-58
Ighv1-43,IGHV1-45
Ighv1-43,IGHV1-69D
Snora47,SNORA47
Ighv1-47,IGHV1-46
Ighv1-47,IGHV1-69
Ighv1-47,IGHV1-3
Ighv1-47,IGHV1OR21-1
Ighv1-47,IGHV1-18
Ighv1-47,IGHV1OR15-9
Ighv1-47,IGHV1-24
Ighv1-47,IGHV1-69-2
Ighv1-47,IGHV1-58
Ighv1-47,IGHV1-45
Ighv1-47,IGHV1-69D
Sv2c,SV2C
Ighv8-4,IGHV2-26
Ighv8-4,IGHV2-5
Ighv8-4,IGHV2OR16-5
Ighv8-4,IGHV2-70D
Ighv8-4,IGHV2-70
Map3k2,MAP3K2
Ighv1-49,IGHV1-46
Ighv1-49,IGHV1-69
Ighv1-49,IGHV1-3
Ighv1-49,IGHV1OR21-1
Ighv1-49,IGHV1-18
Ighv1-49,IGHV1OR15-9
Ighv1-49,IGHV1-24
Ighv1-49,IGHV1-69-2
Ighv1-49,IGHV1-58
Ighv1-49,IGHV1-45
Ighv1-49,IGHV1-69D
Ighv8-5,IGHV2-26
Ighv8-5,IGHV2-5
Ighv8-5,IGHV2OR16-5
Ighv8-5,IGHV2-70D
Ighv8-5,IGHV2-70
Ighv1-50,IGHV1-46
Ighv1-50,IGHV1-69
Ighv1-50,IGHV1-3
Ighv1-50,IGHV1OR21-1
Ighv1-50,IGHV1-18
Ighv1-50,IGHV1OR15-9
Ighv1-50,IGHV1-24
Ighv1-50,IGHV1-69-2
Ighv1-50,IGHV1-58
Ighv1-50,IGHV1-45
Ighv1-50,IGHV1-69D
Ighv1-53,IGHV1-46
Ighv1-53,IGHV1-69
Ighv1-53,IGHV1-3
Ighv1-53,IGHV1OR21-1
Ighv1-53,IGHV1-18
Ighv1-53,IGHV1OR15-9
Ighv1-53,IGHV1-24
Ighv1-53,IGHV1-69-2
Ighv1-53,IGHV1-58
Ighv1-53,IGHV1-45
Ighv1-53,IGHV1-69D
Ighv8-6,IGHV2-26
Ighv8-6,IGHV2-5
Ighv8-6,IGHV2OR16-5
Ighv8-6,IGHV2-70D
Ighv8-6,IGHV2-70
Mir7-1,MIR7-1
Slc28a3,SLC28A3
Ighv1-54,IGHV1-46
Ighv1-54,IGHV1-69
Ighv1-54,IGHV1-3
Ighv1-54,IGHV1OR21-1
Ighv1-54,IGHV1-18
Ighv1-54,IGHV1OR15-9
Ighv1-54,IGHV1-24
Ighv1-54,IGHV1-69-2
Ighv1-54,IGHV1-58
Ighv1-54,IGHV1-45
Ighv1-54,IGHV1-69D
Ighv1-55,IGHV1-46
Ighv1-55,IGHV1-69
Ighv1-55,IGHV1-3
Ighv1-55,IGHV1OR21-1
Ighv1-55,IGHV1-18
Ighv1-55,IGHV1OR15-9
Ighv1-55,IGHV1-24
Ighv1-55,IGHV1-69-2
Ighv1-55,IGHV1-58
Ighv1-55,IGHV1-45
Ighv1-55,IGHV1-69D
Ighv1-56,IGHV1-46
Ighv1-56,IGHV1-69
Ighv1-56,IGHV1-3
Ighv1-56,IGHV1OR21-1
Ighv1-56,IGHV1-18
Ighv1-56,IGHV1OR15-9
Ighv1-56,IGHV1-24
Ighv1-56,IGHV1-69-2
Ighv1-56,IGHV1-58
Ighv1-56,IGHV1-45
Ighv1-56,IGHV1-69D
Ighv8-8,IGHV2-26
Ighv8-8,IGHV2-5
Ighv8-8,IGHV2OR16-5
Ighv8-8,IGHV2-70D
Ighv8-8,IGHV2-70
Ighv1-58,IGHV1-46
Ighv1-58,IGHV1-69
Ighv1-58,IGHV1-3
Ighv1-58,IGHV1OR21-1
Ighv1-58,IGHV1-18
Ighv1-58,IGHV1OR15-9
Ighv1-58,IGHV1-24
Ighv1-58,IGHV1-69-2
Ighv1-58,IGHV1-58
Ighv1-58,IGHV1-45
Ighv1-58,IGHV1-69D
Smim33,SMIM33
Ighv1-61,IGHV1-46
Ighv1-61,IGHV1-69
Ighv1-61,IGHV1-3
Ighv1-61,IGHV1OR21-1
Ighv1-61,IGHV1-18
Ighv1-61,IGHV1OR15-9
Ighv1-61,IGHV1-24
Ighv1-61,IGHV1-69-2
Ighv1-61,IGHV1-58
Ighv1-61,IGHV1-45
Ighv1-61,IGHV1-69D
Ighv1-62-1,IGHV1-46
Ighv1-62-1,IGHV1-69
Ighv1-62-1,IGHV1-3
Ighv1-62-1,IGHV1OR21-1
Ighv1-62-1,IGHV1-18
Ighv1-62-1,IGHV1OR15-9
Ighv1-62-1,IGHV1-24
Ighv1-62-1,IGHV1-69-2
Ighv1-62-1,IGHV1-58
Ighv1-62-1,IGHV1-45
Ighv1-62-1,IGHV1-69D
Ighv1-62-2,IGHV1-46
Ighv1-62-2,IGHV1-69
Ighv1-62-2,IGHV1-3
Ighv1-62-2,IGHV1OR21-1
Ighv1-62-2,IGHV1-18
Ighv1-62-2,IGHV1OR15-9
Ighv1-62-2,IGHV1-24
Ighv1-62-2,IGHV1-69-2
Ighv1-62-2,IGHV1-58
Ighv1-62-2,IGHV1-45
Ighv1-62-2,IGHV1-69D
Ighv1-62-3,IGHV1-46
Ighv1-62-3,IGHV1-69
Ighv1-62-3,IGHV1-3
Ighv1-62-3,IGHV1OR21-1
Ighv1-62-3,IGHV1-18
Ighv1-62-3,IGHV1OR15-9
Ighv1-62-3,IGHV1-24
Ighv1-62-3,IGHV1-69-2
Ighv1-62-3,IGHV1-58
Ighv1-62-3,IGHV1-45
Ighv1-62-3,IGHV1-69D
Ighv8-9,IGHV2-26
Ighv8-9,IGHV2-5
Ighv8-9,IGHV2OR16-5
Ighv8-9,IGHV2-70D
Ighv8-9,IGHV2-70
4930503L19Rik,C18orf54
Ighv1-63,IGHV1-46
Ighv1-63,IGHV1-69
Ighv1-63,IGHV1-3
Ighv1-63,IGHV1OR21-1
Ighv1-63,IGHV1-18
Ighv1-63,IGHV1OR15-9
Ighv1-63,IGHV1-24
Ighv1-63,IGHV1-69-2
Ighv1-63,IGHV1-58
Ighv1-63,IGHV1-45
Ighv1-63,IGHV1-69D
Ighv1-64,IGHV1-46
Ighv1-64,IGHV1-69
Ighv1-64,IGHV1-3
Ighv1-64,IGHV1OR21-1
Ighv1-64,IGHV1-18
Ighv1-64,IGHV1OR15-9
Ighv1-64,IGHV1-24
Ighv1-64,IGHV1-69-2
Ighv1-64,IGHV1-58
Ighv1-64,IGHV1-45
Ighv1-64,IGHV1-69D
Gm22628,RNU6-31P
Ighv8-11,IGHV2-26
Ighv8-11,IGHV2-5
Ighv8-11,IGHV2OR16-5
Ighv8-11,IGHV2-70D
Ighv8-11,IGHV2-70
Gm23579,RNU6-345P
Ighv1-66,IGHV1-46
Ighv1-66,IGHV1-69
Ighv1-66,IGHV1-3
Ighv1-66,IGHV1OR21-1
Ighv1-66,IGHV1-18
Ighv1-66,IGHV1OR15-9
Ighv1-66,IGHV1-24
Ighv1-66,IGHV1-69-2
Ighv1-66,IGHV1-58
Ighv1-66,IGHV1-45
Ighv1-66,IGHV1-69D
Ighv1-67,IGHV1-46
Ighv1-67,IGHV1-69
Ighv1-67,IGHV1-3
Ighv1-67,IGHV1OR21-1
Ighv1-67,IGHV1-18
Ighv1-67,IGHV1OR15-9
Ighv1-67,IGHV1-24
Ighv1-67,IGHV1-69-2
Ighv1-67,IGHV1-58
Ighv1-67,IGHV1-45
Ighv1-67,IGHV1-69D
Gas1,GAS1
Ighv1-71,IGHV1-46
Ighv1-71,IGHV1-69
Ighv1-71,IGHV1-3
Ighv1-71,IGHV1OR21-1
Ighv1-71,IGHV1-18
Ighv1-71,IGHV1OR15-9
Ighv1-71,IGHV1-24
Ighv1-71,IGHV1-69-2
Ighv1-71,IGHV1-58
Ighv1-71,IGHV1-45
Ighv1-71,IGHV1-69D
Ighv1-72,IGHV1-46
Ighv1-72,IGHV1-69
Ighv1-72,IGHV1-3
Ighv1-72,IGHV1OR21-1
Ighv1-72,IGHV1-18
Ighv1-72,IGHV1OR15-9
Ighv1-72,IGHV1-24
Ighv1-72,IGHV1-69-2
Ighv1-72,IGHV1-58
Ighv1-72,IGHV1-45
Ighv1-72,IGHV1-69D
Ighv8-13,IGHV2-26
Ighv8-13,IGHV2-5
Ighv8-13,IGHV2OR16-5
Ighv8-13,IGHV2-70D
Ighv8-13,IGHV2-70
Mir23b,MIR23B
Mir27b,MIR27B
Mir24-1,MIR24-1
Ighv1-75,IGHV1-46
Ighv1-75,IGHV1-69
Ighv1-75,IGHV1-3
Ighv1-75,IGHV1OR21-1
Ighv1-75,IGHV1-18
Ighv1-75,IGHV1OR15-9
Ighv1-75,IGHV1-24
Ighv1-75,IGHV1-69-2
Ighv1-75,IGHV1-58
Ighv1-75,IGHV1-45
Ighv1-75,IGHV1-69D
Ighv1-76,IGHV1-46
Ighv1-76,IGHV1-69
Ighv1-76,IGHV1-3
Ighv1-76,IGHV1OR21-1
Ighv1-76,IGHV1-18
Ighv1-76,IGHV1OR15-9
Ighv1-76,IGHV1-24
Ighv1-76,IGHV1-69-2
Ighv1-76,IGHV1-58
Ighv1-76,IGHV1-45
Ighv1-76,IGHV1-69D
Ighv1-77,IGHV1-46
Ighv1-77,IGHV1-69
Ighv1-77,IGHV1-3
Ighv1-77,IGHV1OR21-1
Ighv1-77,IGHV1-18
Ighv1-77,IGHV1OR15-9
Ighv1-77,IGHV1-24
Ighv1-77,IGHV1-69-2
Ighv1-77,IGHV1-58
Ighv1-77,IGHV1-45
Ighv1-77,IGHV1-69D
Ighv1-78,IGHV1-46
Ighv1-78,IGHV1-69
Ighv1-78,IGHV1-3
Ighv1-78,IGHV1OR21-1
Ighv1-78,IGHV1-18
Ighv1-78,IGHV1OR15-9
Ighv1-78,IGHV1-24
Ighv1-78,IGHV1-69-2
Ighv1-78,IGHV1-58
Ighv1-78,IGHV1-45
Ighv1-78,IGHV1-69D
Ighv1-80,IGHV1-46
Ighv1-80,IGHV1-69
Ighv1-80,IGHV1-3
Ighv1-80,IGHV1OR21-1
Ighv1-80,IGHV1-18
Ighv1-80,IGHV1OR15-9
Ighv1-80,IGHV1-24
Ighv1-80,IGHV1-69-2
Ighv1-80,IGHV1-58
Ighv1-80,IGHV1-45
Ighv1-80,IGHV1-69D
Ighv1-81,IGHV1-46
Ighv1-81,IGHV1-69
Ighv1-81,IGHV1-3
Ighv1-81,IGHV1OR21-1
Ighv1-81,IGHV1-18
Ighv1-81,IGHV1OR15-9
Ighv1-81,IGHV1-24
Ighv1-81,IGHV1-69-2
Ighv1-81,IGHV1-58
Ighv1-81,IGHV1-45
Ighv1-81,IGHV1-69D
Ighv1-82,IGHV1-46
Ighv1-82,IGHV1-69
Ighv1-82,IGHV1-3
Ighv1-82,IGHV1OR21-1
Ighv1-82,IGHV1-18
Ighv1-82,IGHV1OR15-9
Ighv1-82,IGHV1-24
Ighv1-82,IGHV1-69-2
Ighv1-82,IGHV1-58
Ighv1-82,IGHV1-45
Ighv1-82,IGHV1-69D
Ighv1-84,IGHV1-46
Ighv1-84,IGHV1-69
Ighv1-84,IGHV1-3
Ighv1-84,IGHV1OR21-1
Ighv1-84,IGHV1-18
Ighv1-84,IGHV1OR15-9
Ighv1-84,IGHV1-24
Ighv1-84,IGHV1-69-2
Ighv1-84,IGHV1-58
Ighv1-84,IGHV1-45
Ighv1-84,IGHV1-69D
Ighv1-85,IGHV1-46
Ighv1-85,IGHV1-69
Ighv1-85,IGHV1-3
Ighv1-85,IGHV1OR21-1
Ighv1-85,IGHV1-18
Ighv1-85,IGHV1OR15-9
Ighv1-85,IGHV1-24
Ighv1-85,IGHV1-69-2
Ighv1-85,IGHV1-58
Ighv1-85,IGHV1-45
Ighv1-85,IGHV1-69D
Btf3l4b,BTF3L4
Gm23955,RNU6-420P
Neurog1,NEUROG1
Il9,IL9
Serpinb9g,SERPINB9
Serpinb6e,SERPINB6
Nkapl,NKAPL
Dnah11,DNAH11
AK157302,ISCA1
Or2b6,OR2B6
H1f5,H1-5
Trgv7,TRGV5
Trgv7,TRGV4
Trgv7,TRGV3
Trgv7,TRGV8
Trgv7,TRGV1
Trgv7,TRGV2
Trgv4,TRGV11
Ferd3l,FERD3L
H3c8,H3C3
H2bc9,H2BC14
H4c6,H4C16
H1f3,H1-3
H3c6,H3C13
H2ac8,H2AC8
Gm47290,RNU6-174P
Prps1l1,PRPS1L1
H1f4,H1-4
H2ac6,H2AC8
H4c3,H4C11
H1f6,H1-6
Agr3,AGR3
Idi2l,IDI2
Idi2,IDI2
Gm61616,SUPT20HL2
Gm61616,SUPT20HL1
Gm61617,SUPT20HL2
Gm61617,SUPT20HL1
Gm54795,RN7SKP126
Gm54795,RN7SKP249
Gcm2,GCM2
Amer1,AMER1
Sycp2l,SYCP2L
Gpr135,GPR135
Gm25203,U3
Dym,DYM
Mir874,MIR874
Hnrnpa0,HNRNPA0
Six6,SIX6
Six4,SIX4
Mir221,MIR221
Mir222,MIR222
Gphb5,GPHB5
Nutm2,NUTM2B
Nutm2,NUTM2A
Nutm2,NUTM2E
Nutm2,NUTM2G
Nutm2,NUTM2F
Nutm2,NUTM2D
Spata31e4,SPATA31D3
Spata31e4,SPATA31D1
Spata31e4,SPATA31D4
Gm14569,KIAA1210
Gm24268,RNU6-908P
Magea1,MAGEA10
Rplp2-ps1,RPLP2
Gm22108,RNU6-577P
Gm22108,RNU6-1234P
Gm24798,RNU6-577P
Gm24798,RNU6-1234P
Nhs,NHS
Gm26317,RNU6-5P
Gm23794,RNU6-827P
Foxd1,FOXD1
Kir3dl2,KIR2DS4
Kir3dl2,KIR3DL1
Kir3dl2,KIR3DL2
Kir3dl2,KIR2DL1
Kir3dl2,KIR2DL4
Kir3dl2,KIR3DL3
Kir3dl2,KIR2DL3
Gm54916,RN7SKP34
Gm54916,RN7SKP105
Tmem174,TMEM174
Gm26454,RNU6-953P
Foxg1,FOXG1
Gm24123,SNORD12B
Mirlet7d,MIRLET7D
Serpina3j,SERPINA3
Mirlet7a-1,MIRLET7A1
Zfp874b,ZNF195
Zfp874b,ZNF429
Gm25926,RNU1-14P
Gm25926,RNU1-42P
Gm54984,RNU6-664P
Gm55002,RNU6-728P
Mroh2b,MROH2B
Mir342,MIR342
Gm25652,RNU6-597P
Snord72,SNORD72
Mir345,MIR345
Mir33,MIR33A
Mir770,MIR770
Mir337,MIR337
Mir665,MIR665
Mir431,MIR431
Mir433,MIR433
Mir127,MIR127
Fer1l6,FER1L6
Gpx6,GPX6
Gm54392,RN7SKP44
Mir370,MIR370
Gm24564,SNORD113-2
Gm55109,SNORD113-4
Cox5b-ps,COX5B
AF357425,SNORD113-6
Gm55110,SNORD113-9
Or2w1,OR2W1
Trmt12,TYW2
Gm23347,SNORD114-21
4933412E24Rik,CXorf49B
4933412E24Rik,CXorf49
AF357428,SNORD114-1
AF357428,SNORD114-13
AF357428,SNORD114-3
AF357428,SNORD114-16
AF357428,SNORD114-11
Gm23736,SNORD114-1
Gm23736,SNORD114-13
Gm23736,SNORD114-3
Gm23736,SNORD114-16
Gm23736,SNORD114-11
Gm22149,SNORA17A
Gm23676,RNU6-231P
Gm23167,RNU6-915P
Atg12,ATG12
Rhob,RHOB
Ssxa1,SSX4B
Ssxa1,SSX3
Ssxa1,SSX4
Ssxa1,SSX5
Ssxa1,SSX2
Ssxa1,SSX2B
Ssxa1,SSX7
Ssxa1,SSX1
Neto1,NETO1
Foxq1,FOXQ1
Foxc1,FOXC1
Pnpla5,PNPLA5
Msgn1,MSGN1
Prl5a1,PRL
Rad51ap2,RAD51AP2
Gm15229,SAXO1
Tceanc,TCEANC
Spata31d1c,SPATA31D3
Spata31d1c,SPATA31D1
Spata31d1c,SPATA31D4
Il7r,IL7R
Or9s18,OR9H1
Gm23517,RNU2-11P
